truck_name,date_fixed,address,longitude,latitude
179,2018-01-03T01:41:00.000Z,,-76.1073419300513,43.0558174108522
179,2018-01-03T01:41:04.000Z,,-76.1073321300463,43.0557916108478
179,2018-01-03T01:41:12.000Z,1275 CANAL ST SYRACUSE 13210,-76.1072231299896,43.0554946107974
179,2018-01-03T01:41:13.000Z,1275 CANAL ST SYRACUSE 13210,-76.1072112299839,43.0554701107934
179,2018-01-03T01:41:16.000Z,1275 CANAL ST SYRACUSE 13210,-76.1072192299878,43.0554871107962
179,2018-01-03T01:41:28.000Z,,-76.107349730051,43.0557766108444
179,2018-01-03T01:41:37.000Z,1275 CANAL ST SYRACUSE 13210,-76.1072037299814,43.0554689107935
179,2018-01-03T01:41:42.000Z,1275 CANAL ST SYRACUSE 13210,-76.1071361299515,43.0553572107756
179,2018-01-03T01:41:46.000Z,1275 CANAL ST SYRACUSE 13210,-76.1071396299537,43.0553716107781
179,2018-01-03T01:41:54.000Z,,-76.1072954300312,43.055746910841
179,2018-01-03T04:38:08.000Z,537 JAMES ST & MCBRIDE ST N,-76.1447469420926,43.0544674091568
179,2018-01-03T02:53:30.000Z,2646 ERIE BLVD E,-76.0981462269616,43.0543531109386
179,2018-01-03T01:41:57.000Z,,-76.1073164300424,43.0558084108515
179,2018-01-03T01:42:01.000Z,,-76.1073054300372,43.0557849108476
179,2018-01-03T01:42:12.000Z,,-76.1072537300047,43.0555667108095
179,2018-01-03T01:42:23.000Z,,-76.1073246300435,43.0557859108471
179,2018-01-03T01:42:31.000Z,1275 CANAL ST SYRACUSE 13210,-76.107214429987,43.0554982107985
179,2018-01-03T01:42:38.000Z,1275 CANAL ST SYRACUSE 13210,-76.1071272299463,43.05532511077
179,2018-01-03T01:42:41.000Z,1275 CANAL ST SYRACUSE 13210,-76.1071287299484,43.0553476107741
179,2018-01-03T01:42:50.000Z,,-76.1072729300245,43.0557546108433
179,2018-01-03T01:42:53.000Z,46 MIDLER AVE FROM EB I 690 RAMP SYRACUSE 13210,-76.1072954300357,43.0558097108526
179,2018-01-03T01:42:58.000Z,46 MIDLER AVE FROM EB I 690 RAMP SYRACUSE 13210,-76.1072832300301,43.055787610849
179,2018-01-03T01:43:07.000Z,,-76.1072551300114,43.0556529108253
179,2018-01-03T01:43:16.000Z,,-76.1073036300368,43.0557882108483
179,2018-01-03T01:43:25.000Z,1275 CANAL ST SYRACUSE 13210,-76.1071837299747,43.0554651107935
179,2018-01-03T01:43:31.000Z,1275 CANAL ST SYRACUSE 13210,-76.1071254299455,43.0553217107694
179,2018-01-03T01:43:34.000Z,1275 CANAL ST SYRACUSE 13210,-76.1071221299454,43.0553352107721
179,2018-01-03T01:43:43.000Z,46 MIDLER AVE FROM EB I 690 RAMP SYRACUSE 13210,-76.1072686300256,43.05579011085
179,2018-01-03T01:43:45.000Z,46 MIDLER AVE FROM EB I 690 RAMP SYRACUSE 13210,-76.1072861300349,43.0558412108587
179,2018-01-03T01:43:49.000Z,46 MIDLER AVE FROM EB I 690 RAMP SYRACUSE 13210,-76.1072744300293,43.0558154108544
179,2018-01-03T01:44:00.000Z,,-76.1072324300018,43.0556226108206
179,2018-01-03T01:44:09.000Z,46 MIDLER AVE FROM EB I 690 RAMP SYRACUSE 13210,-76.1072781300308,43.055819410855
179,2018-01-03T01:44:17.000Z,,-76.1073186300355,43.0557017108318
179,2018-01-03T01:44:26.000Z,,-76.1077051301804,43.0559727108667
179,2018-01-03T01:44:36.000Z,,-76.108087230311,43.0560647108688
179,2018-01-03T03:32:49.000Z,1246 CANAL ST SYRACUSE 13210,-76.1102507309132,43.0546751105298
179,2018-01-03T01:27:18.000Z,,-76.1074619300811,43.055689410824
179,2018-01-03T01:45:35.000Z,,-76.1080424302824,43.0558687108345
179,2018-01-03T01:46:35.000Z,,-76.108044130287,43.0559257108449
179,2018-01-03T01:47:25.000Z,,-76.1080186302801,43.0559439108493
179,2018-01-03T01:47:37.000Z,6 MIDLER AVE FROM EB I 690 RAMP SYRACUSE 13210,-76.1083407304067,43.0562519108934
179,2018-01-03T01:48:00.000Z,1832 EB I 690 SYRACUSE 13210,-76.1093191307105,43.0560597108202
179,2018-01-03T01:49:00.000Z,1830 EB I 690 SYRACUSE 13210,-76.1093569307243,43.0560817108228
179,2018-01-03T01:50:00.000Z,1830 EB I 690 SYRACUSE 13210,-76.1093767307297,43.0560679108195
179,2018-01-03T01:50:05.000Z,1830 EB I 690 SYRACUSE 13210,-76.1095081307714,43.056054610812
179,2018-01-03T01:50:20.000Z,1200 CANAL ST,-76.1100024309144,43.0558116107482
179,2018-01-03T01:50:47.000Z,1200 CANAL ST,-76.1099337308378,43.0550562106121
179,2018-01-03T01:51:01.000Z,1242 CANAL ST SYRACUSE 13210,-76.1107881311049,43.0549156105532
179,2018-01-03T01:51:08.000Z,1244 CANAL ST SYRACUSE 13210,-76.1105694310191,43.0547087105237
179,2018-01-03T01:51:13.000Z,1244 CANAL ST SYRACUSE 13210,-76.1104061309657,43.054703410529
179,2018-01-03T01:51:26.000Z,1244 CANAL ST SYRACUSE 13210,-76.1104087309633,43.0546584105206
179,2018-01-03T01:52:26.000Z,1244 CANAL ST SYRACUSE 13210,-76.1104087309633,43.0546584105206
179,2018-01-03T01:53:26.000Z,1244 CANAL ST SYRACUSE 13210,-76.1104087309633,43.0546584105206
179,2018-01-03T01:57:36.000Z,1244 CANAL ST SYRACUSE 13210,-76.1104087309633,43.0546584105206
179,2018-01-03T01:57:38.000Z,1244 CANAL ST SYRACUSE 13210,-76.1104087309633,43.0546584105206
179,2018-01-03T01:57:58.000Z,316 PEAT ST,-76.1102121308943,43.0545852105148
179,2018-01-03T01:58:12.000Z,1200 CANAL ST,-76.1097551307692,43.0549081105918
179,2018-01-03T01:58:17.000Z,1200 CANAL ST,-76.1099124308287,43.0550271106075
179,2018-01-03T01:58:38.000Z,1235 CANAL ST SYRACUSE 13210,-76.111543231344,43.0548317105086
179,2018-01-03T01:59:08.000Z,1212 CANAL ST,-76.1147349323251,43.0540717102455
179,2018-01-03T02:00:07.000Z,1445 BURNET AVE,-76.1176979333888,43.0554909103917
179,2018-01-03T02:01:07.000Z,115 SHERWOOD AVE,-76.1244692354518,43.0536229097865
179,2018-01-03T02:02:07.000Z,707 BURNET AVE,-76.1321472378386,43.0521667092218
179,2018-01-03T02:02:23.000Z,100 OAK ST & LODI ST,-76.1330289381521,43.0525477092577
179,2018-01-03T02:03:22.000Z,315 OAK ST & GREEN ST,-76.1333981385941,43.0570251100661
179,2018-01-03T02:03:49.000Z,1004 JAMES ST & OAK ST,-76.1343922390655,43.0590926104075
179,2018-01-03T02:04:36.000Z,995 JAMES ST & OAK ST,-76.1344762390965,43.0591437104136
179,2018-01-03T02:05:36.000Z,215 JASPER ST,-76.1372141402167,43.0623616108988
179,2018-01-03T02:05:45.000Z,201 JASPER ST,-76.1377412403824,43.0622874108647
179,2018-01-03T02:05:50.000Z,201 JASPER ST,-76.1377227403762,43.0622856108651
179,2018-01-03T02:05:57.000Z,201 JASPER ST,-76.1376019403373,43.0622889108704
179,2018-01-03T02:06:06.000Z,201 JASPER ST,-76.1377277403762,43.0622632108608
179,2018-01-03T02:06:14.000Z,201 JASPER ST,-76.1376329403457,43.0622649108648
179,2018-01-03T02:06:22.000Z,201 JASPER ST,-76.1377232403734,43.0622436108574
179,2018-01-03T02:06:29.000Z,201 JASPER ST,-76.1376416403471,43.062246210861
179,2018-01-03T02:06:36.000Z,201 JASPER ST,-76.13771724037,43.0622229108538
179,2018-01-03T02:06:42.000Z,201 JASPER ST,-76.1376807403582,43.0622244108555
179,2018-01-03T02:06:52.000Z,323 BEECHER ST,-76.1382457405221,43.061954110784
179,2018-01-03T02:07:18.000Z,217 GRAVES ST,-76.1398747410106,43.0613967106185
179,2018-01-03T02:07:22.000Z,217 GRAVES ST,-76.1398337409978,43.0614036106214
179,2018-01-03T02:07:32.000Z,221 GRAVES ST,-76.1394327408676,43.0614029106368
179,2018-01-03T02:07:33.000Z,221 GRAVES ST,-76.1393977408554,43.061391210636
179,2018-01-03T02:07:40.000Z,301 BEECHER ST & GRAVES ST,-76.1393507408393,43.0613791106356
179,2018-01-03T02:07:49.000Z,305 BEECHER ST,-76.1390172407462,43.0615894106871
179,2018-01-03T02:08:21.000Z,203 JASPER ST,-76.1375856403302,43.0622632108663
179,2018-01-03T02:08:25.000Z,201 JASPER ST,-76.1376042403356,43.0622554108642
179,2018-01-03T02:09:03.000Z,188 JASPER ST,-76.1378476404076,43.0621581108369
179,2018-01-03T02:09:17.000Z,319 BEECHER ST TO JASPER ST,-76.1383721405587,43.0618929107678
179,2018-01-03T02:09:21.000Z,319 BEECHER ST TO JASPER ST,-76.1383374405484,43.0619057107715
179,2018-01-03T02:09:39.000Z,321 BEECHER ST,-76.1382112405063,43.0618904107736
179,2018-01-03T02:10:39.000Z,321 BEECHER ST,-76.1382112405063,43.0618904107736
179,2018-01-03T02:11:39.000Z,321 BEECHER ST,-76.1382112405063,43.0618904107736
179,2018-01-03T02:19:56.000Z,321 BEECHER ST,-76.1382112405063,43.0618904107736
179,2018-01-03T02:19:58.000Z,321 BEECHER ST,-76.1382112405063,43.0618904107736
179,2018-01-03T02:20:16.000Z,321 BEECHER ST,-76.1383181405431,43.0619191107747
179,2018-01-03T02:21:02.000Z,137 BEECHER ST & HIGHLAND ST,-76.1413641414151,43.0603021103598
179,2018-01-03T02:22:01.000Z,847 JAMES ST & HIGHLAND ST TO,-76.139109440447,43.0570192098439
179,2018-01-03T02:22:43.000Z,607 JAMES ST & MCBRIDE ST N &,-76.1444486419923,43.0544189091594
179,2018-01-03T02:23:08.000Z,537 JAMES ST & MCBRIDE ST N,-76.1445981420346,43.0543324091378
179,2018-01-03T02:23:44.000Z,407 JAMES ST & STATE ST N,-76.1482286430858,43.0525711086736
179,2018-01-03T02:24:11.000Z,407 JAMES ST & STATE ST N,-76.148377743128,43.0524856086521
179,2018-01-03T02:25:11.000Z,131 SALINA ST S & WASHINGTON,-76.1522811441945,43.0497084079906
179,2018-01-03T02:25:15.000Z,100-36 SALINA ST S & WASHINGTON,-76.1524379442379,43.0496036079653
179,2018-01-03T02:25:34.000Z,119-33 CLINTON ST S & WASHINGTON,-76.1534301445603,43.0496104079281
179,2018-01-02T20:27:53.000Z,808-22 BURNET AVE,-76.1289832367701,43.0515866092376
179,2018-01-02T21:06:23.000Z,114 HUNTER AVE & SPENCER ST,-76.169033450157,43.0570252086858
179,2018-01-03T02:25:40.000Z,119-33 CLINTON ST S & WASHINGTON,-76.1535367445877,43.0495107079056
179,2018-01-03T03:59:28.000Z,204 HIGHLAND ST,-76.1395209406612,43.0581382100336
179,2018-01-03T04:38:46.000Z,537 JAMES ST & MCBRIDE ST N,-76.1446352420493,43.0543696091431
179,2018-01-03T04:38:49.000Z,537 JAMES ST & MCBRIDE ST N,-76.144675142056,43.0542834091258
179,2018-01-03T01:27:41.000Z,1275 CANAL ST SYRACUSE 13210,-76.1071502299407,43.0551442107359
179,2018-01-03T04:39:07.000Z,489 JAMES ST & TOWNSEND ST N,-76.1460126424495,43.0537207089706
179,2018-01-03T04:40:07.000Z,700 TOWNSEND ST N & LAUREL ST,-76.1489794436782,43.0574147095344
179,2018-01-03T04:40:25.000Z,400-02 BUTTERNUT ST & TOWNSEND S,-76.1497897440164,43.0584594096949
179,2018-01-03T04:40:36.000Z,401-05 BUTTERNUT ST & TOWNSEND S,-76.1499907440972,43.0586759097269
179,2018-01-03T04:40:39.000Z,401-05 BUTTERNUT ST & TOWNSEND S,-76.1500136441001,43.0586122097143
179,2018-01-03T04:40:41.000Z,322 BUTTERNUT ST & TOWNSEND S,-76.1499584440778,43.0585519097054
179,2018-01-03T04:41:41.000Z,412 TOWNSEND ST N & HICKORY S,-76.1470382428627,43.054837109136
179,2018-01-03T04:41:48.000Z,525 WILLOW ST E & TOWNSEND ST,-76.1467512427407,43.0544367090736
179,2018-01-03T04:41:53.000Z,525 WILLOW ST E & TOWNSEND ST,-76.1467506427423,43.054460609078
179,2018-01-03T04:41:57.000Z,525 WILLOW ST E & TOWNSEND ST,-76.1467404427395,43.0544681090797
179,2018-01-03T04:42:06.000Z,489 JAMES ST & TOWNSEND ST N,-76.1463152425617,43.0539146089945
179,2018-01-03T04:42:14.000Z,489 JAMES ST & TOWNSEND ST N,-76.1461739424933,43.0536019089425
179,2018-01-03T04:42:35.000Z,407 JAMES ST & STATE ST N,-76.1480862430475,43.0526809086993
179,2018-01-03T04:42:48.000Z,407 JAMES ST & STATE ST N,-76.1484234431515,43.0526066086725
179,2018-01-03T04:43:03.000Z,214 STATE ST N & WILLOW ST E,-76.1488981433545,43.0532866087791
179,2018-01-03T04:43:55.000Z,301 PROSPECT AVE TO LAUREL ST,-76.1491749436177,43.0556929092105
179,2018-01-03T04:44:08.000Z,601 TOWNSEND ST N & UNION AVE,-76.1486302434614,43.0559772092838
179,2018-01-03T04:44:20.000Z,600 TOWNSEND ST N & UNION AVE,-76.1481336433186,43.05623270935
179,2018-01-03T04:44:22.000Z,600 TOWNSEND ST N & UNION AVE,-76.148164443331,43.0562656093548
179,2018-01-03T04:44:36.000Z,601 TOWNSEND ST N & UNION AVE,-76.1483779433918,43.056148409325
179,2018-01-03T04:44:40.000Z,601 TOWNSEND ST N & UNION AVE,-76.1486524434711,43.0560119092893
179,2018-01-03T04:44:49.000Z,301 PROSPECT AVE TO LAUREL ST,-76.1491822436324,43.0558651092418
179,2018-01-03T04:44:52.000Z,301 PROSPECT AVE TO LAUREL ST,-76.149268443661,43.0558737092401
179,2018-01-03T04:44:53.000Z,301 PROSPECT AVE TO LAUREL ST,-76.1492704436618,43.0558751092403
179,2018-01-03T04:44:55.000Z,301 PROSPECT AVE TO LAUREL ST,-76.1492599436556,43.0558364092335
179,2018-01-03T04:45:04.000Z,206 PROSPECT AVE & HICKORY ST,-76.1490114435406,43.0553602091557
179,2018-01-03T04:45:37.000Z,107 PROSPECT AVE,-76.1479597430871,43.0538017089101
179,2018-01-03T04:45:38.000Z,107 PROSPECT AVE,-76.1479999430988,43.053782708905
179,2018-01-03T04:45:42.000Z,107 PROSPECT AVE,-76.1479842430944,43.0537922089074
179,2018-01-03T04:45:46.000Z,107 PROSPECT AVE,-76.1479879430956,43.0537914089071
179,2018-01-03T03:32:59.000Z,1200 CANAL ST,-76.1097872307791,43.0549007105892
179,2018-01-03T02:53:48.000Z,2731 ERIE BLVD E,-76.0973224267044,43.0544941109963
179,2018-01-03T03:59:48.000Z,200 HIGHLAND ST,-76.1393942406102,43.0580016100134
179,2018-01-02T21:07:12.000Z,500 SPENCER ST REAR,-76.1659657491451,43.0567957087626
179,2018-01-03T02:25:47.000Z,250 CLINTON ST S & FAYETTE ST,-76.1535564445606,43.0490459078195
179,2018-01-02T20:28:44.000Z,501 BURNET AVE & HOWARD ST,-76.1388387399835,43.0517997088954
179,2018-01-03T04:45:55.000Z,101-05 PROSPECT AVE & WILLOW ST,-76.14873014331,43.0534246088109
179,2018-01-03T04:46:01.000Z,214 STATE ST N & WILLOW ST E,-76.149026243401,43.0533547087867
179,2018-01-03T04:47:00.000Z,622-30 STATE ST N & SALINA ST N,-76.1517899445502,43.0568594093235
179,2018-01-03T04:47:14.000Z,488 SALINA ST N & BUTTERNUT S,-76.1519096446532,43.0577502094825
179,2018-01-03T04:48:02.000Z,530-38 BUTTERNUT ST & CATHERINE,-76.1467944431386,43.059766210051
179,2018-01-03T04:48:20.000Z,1301-11 LODI ST & LAUREL ST E,-76.1454664426514,43.0589842099588
179,2018-01-03T04:49:13.000Z,700 TOWNSEND ST N & LAUREL ST,-76.1489671436683,43.0573327095198
179,2018-01-03T04:49:16.000Z,700 TOWNSEND ST N & LAUREL ST,-76.1489949436786,43.057350609522
179,2018-01-03T04:49:22.000Z,700 TOWNSEND ST N & LAUREL ST,-76.1489879436801,43.0574027095318
179,2018-01-03T04:49:31.000Z,407 LAUREL ST E,-76.1485154435405,43.0575929095851
179,2018-01-03T04:49:44.000Z,801 MCBRIDE ST N & LAUREL ST,-76.1478029433295,43.0578736096643
179,2018-01-03T04:49:59.000Z,800 MCBRIDE ST N & LAUREL ST,-76.1476282432782,43.0579477096847
179,2018-01-03T04:50:31.000Z,1301-11 LODI ST & LAUREL ST E,-76.1454061426277,43.0589279099508
179,2018-01-03T04:50:38.000Z,1214 LODI ST & LAUREL ST E,-76.145283142589,43.0589442099586
179,2018-01-03T04:50:45.000Z,1208 LODI ST,-76.1448062424152,43.0586799099285
179,2018-01-03T04:50:51.000Z,1108 LODI ST,-76.1444014422672,43.0584484099016
179,2018-01-03T04:51:50.000Z,1108 LODI ST,-76.1442521422137,43.0583784098945
179,2018-01-03T04:52:13.000Z,1001-09 LODI ST & HICKORY ST,-76.1427494416616,43.0574832097883
179,2018-01-03T04:53:12.000Z,502 TOWNSEND ST N & HICKORY S,-76.1470096428921,43.0553734092356
179,2018-01-03T04:53:19.000Z,502 TOWNSEND ST N & HICKORY S,-76.147299442981,43.0553026092114
179,2018-01-03T04:53:34.000Z,600 TOWNSEND ST N & UNION AVE,-76.1480074432738,43.0561777093448
179,2018-01-03T04:53:58.000Z,702 MCBRIDE ST N,-76.1466449428845,43.0569124095325
179,2018-01-03T04:54:02.000Z,702 MCBRIDE ST N,-76.146636442881,43.0569012095308
179,2018-01-03T04:54:09.000Z,700 MCBRIDE ST N,-76.1465751428551,43.0568179095179
179,2018-01-03T04:54:18.000Z,701-03 MCBRIDE ST N & UNION AVE,-76.1471951430445,43.0566536094637
179,2018-01-03T04:54:37.000Z,600 TOWNSEND ST N & UNION AVE,-76.1481146433111,43.0562136093472
179,2018-01-03T04:54:39.000Z,600 TOWNSEND ST N & UNION AVE,-76.1480526432893,43.0561911093455
179,2018-01-03T04:55:04.000Z,700 MCBRIDE ST N,-76.1466237428733,43.056850709522
179,2018-01-03T04:55:06.000Z,702 MCBRIDE ST N,-76.1466461428847,43.0569091095319
179,2018-01-03T04:55:09.000Z,702 MCBRIDE ST N,-76.1466322428789,43.0568917095292
179,2018-01-03T04:55:16.000Z,700 MCBRIDE ST N,-76.1465834428581,43.0568224095184
179,2018-01-03T04:55:25.000Z,701-03 MCBRIDE ST N & UNION AVE,-76.1471391430285,43.0566846094715
179,2018-01-03T04:55:48.000Z,600 TOWNSEND ST N & UNION AVE,-76.148048243288,43.0561922093459
