truck_name,date_fixed,address,longitude,latitude
178,2018-01-02T00:34:05.000Z,1261 CANAL ST SYRACUSE 13210,-76.1087182304233,43.0547791106081
178,2018-01-02T00:35:08.000Z,1261 CANAL ST SYRACUSE 13210,-76.1087182304233,43.0547791106081
178,2018-01-02T00:35:55.000Z,1814 EB I 690 SYRACUSE 13210,-76.112334131623,43.0551424105351
178,2018-01-02T00:36:06.000Z,1216 CANAL ST REAR,-76.112403231643,43.0551091105263
178,2018-01-02T00:36:34.000Z,1237 CANAL ST SYRACUSE 13210,-76.1119334314879,43.0550729105378
178,2018-01-02T00:36:44.000Z,1237 CANAL ST SYRACUSE 13210,-76.111917931483,43.0550747105387
178,2018-01-02T00:36:54.000Z,1243 CANAL ST SYRACUSE 13210,-76.1107894311298,43.0552561106157
178,2018-01-02T00:37:07.000Z,1200 CANAL ST,-76.1102784309616,43.0552219106292
178,2018-01-02T00:37:10.000Z,1200 CANAL ST,-76.1102321309444,43.0551916106254
178,2018-01-02T00:37:26.000Z,1200 CANAL ST,-76.1099507308409,43.0550239106055
178,2018-01-02T00:38:26.000Z,116 MIDLER RAMP DR W,-76.1050944292912,43.0553896108605
178,2018-01-02T00:38:39.000Z,116 MIDLER RAMP DR W,-76.1041484289983,43.0555864109332
178,2018-01-02T00:38:55.000Z,621 MIDLER AVE S & SIMON DR,-76.1039506289688,43.0560691110295
178,2018-01-02T00:39:24.000Z,2300 BURNET AVE & S MIDLER AVE,-76.1041607292037,43.0583877114475
178,2018-01-02T00:39:40.000Z,2223 BURNET AVE & MIDLER AVE S,-76.1041189292028,43.0585639114815
178,2018-01-02T00:40:22.000Z,372-74 MIDLER AVE S & SUNNYCREST,-76.104735929644,43.0619156120735
178,2018-01-02T00:41:21.000Z,372 WOODBINE AVE & SUNNYCREST,-76.1099201313064,43.0616341118213
178,2018-01-02T00:41:34.000Z,373-75 FOREST HILL DR & SUNNYCRE,-76.1106316315416,43.0616937118047
178,2018-01-02T00:41:48.000Z,361-63 FOREST HILL DR,-76.1107156315909,43.0619991118576
178,2018-01-02T00:42:42.000Z,272-74 FOREST HILL DR & GLENCOVE,-76.1109779318153,43.0639349122031
178,2018-01-02T00:42:55.000Z,260-62 FOREST HILL DR,-76.1110057318465,43.0642441122589
178,2018-01-02T00:43:55.000Z,176-78 FOREST HILL DR,-76.1111731320482,43.0662912126284
178,2018-01-02T00:44:55.000Z,2500 JAMES ST & FOREST HILL DR,-76.1113262322567,43.0684997130282
178,2018-01-02T00:44:56.000Z,2527-31 JAMES ST,-76.1113187322558,43.0685211130325
178,2018-01-02T00:45:05.000Z,2527-31 JAMES ST,-76.1113394322683,43.0686007130463
178,2018-01-02T00:45:11.000Z,2501-13 JAMES ST & MARLBOROUGH RD,-76.1113972322833,43.0685477130343
178,2018-01-02T00:45:20.000Z,2500 JAMES ST & FOREST HILL DR,-76.1113746322589,43.0683111129917
178,2018-01-02T00:46:17.000Z,170 FOREST HILL DR,-76.1111969320695,43.0664804126623
178,2018-01-02T00:47:17.000Z,260-62 FOREST HILL DR,-76.1110206318552,43.0642974122681
178,2018-01-02T00:48:17.000Z,352 FOREST HILL DR,-76.1108359316418,43.0621652118835
178,2018-01-02T00:48:33.000Z,372 FOREST HILL DR & SUNNYCRE,-76.1108059315998,43.0617166118022
178,2018-01-02T00:48:39.000Z,372 FOREST HILL DR & SUNNYCRE,-76.1107422315725,43.0616234117875
178,2018-01-02T00:48:44.000Z,373-75 FOREST HILL DR & SUNNYCRE,-76.110650131545,43.0616566117972
178,2018-01-02T00:48:59.000Z,365 FOREST HILL DR,-76.1107091315816,43.0618992118395
178,2018-01-02T00:49:09.000Z,357-59 FOREST HILL DR,-76.1107291316045,43.0621277118807
178,2018-01-02T00:49:20.000Z,345 FOREST HILL DR,-76.1107706316405,43.0624412119367
178,2018-01-02T00:50:20.000Z,252 FOREST HILL DR,-76.1109841318547,43.0644552122984
178,2018-01-02T00:50:34.000Z,236-38 FOREST HILL DR,-76.1110162318948,43.064867712373
178,2018-01-02T00:50:45.000Z,225-27 FOREST HILL DR,-76.1110384319255,43.0651942124321
178,2018-01-02T00:51:45.000Z,123 FOREST HILL DR,-76.1112444321759,43.0677451128928
178,2018-01-02T00:51:52.000Z,2500 JAMES ST & FOREST HILL DR,-76.1112761322023,43.0679687129326
178,2018-01-02T00:52:02.000Z,2500 JAMES ST & FOREST HILL DR,-76.1113057322369,43.0683167129954
178,2018-01-02T00:52:11.000Z,2527-31 JAMES ST,-76.1113014322513,43.0685349130356
178,2018-01-02T00:52:15.000Z,2527-31 JAMES ST,-76.111332732266,43.0685989130462
178,2018-01-02T00:52:19.000Z,2501-13 JAMES ST & MARLBOROUGH RD,-76.1114279322965,43.0685931130415
178,2018-01-02T00:52:21.000Z,2501-13 JAMES ST & MARLBOROUGH RD,-76.111436932296,43.0685452130323
178,2018-01-02T00:53:21.000Z,164 FOREST HILL DR,-76.1112252320844,43.0665601126758
178,2018-01-02T00:54:21.000Z,252 FOREST HILL DR,-76.1110502318793,43.0644989123039
178,2018-01-02T00:55:21.000Z,348 FOREST HILL DR,-76.1108329316524,43.062325411913
178,2018-01-02T00:55:42.000Z,372 FOREST HILL DR & SUNNYCRE,-76.1108151316024,43.0617112118008
178,2018-01-02T00:55:48.000Z,372 FOREST HILL DR & SUNNYCRE,-76.1107389315714,43.0616229117876
178,2018-01-02T00:55:52.000Z,373-75 FOREST HILL DR & SUNNYCRE,-76.1106577315471,43.061651711796
178,2018-01-02T00:56:14.000Z,357-59 FOREST HILL DR,-76.1107167315952,43.0620541118677
178,2018-01-02T00:56:18.000Z,357-59 FOREST HILL DR,-76.1107234316029,43.0621312118815
178,2018-01-02T00:56:29.000Z,345 FOREST HILL DR,-76.1107642316382,43.0624379119363
178,2018-01-02T00:57:29.000Z,261-63 FOREST HILL DR,-76.1109554318321,43.0642706122657
178,2018-01-02T00:57:47.000Z,241-43 FOREST HILL DR,-76.1109714318764,43.0648136123648
178,2018-01-02T00:58:04.000Z,225-27 FOREST HILL DR,-76.1110419319276,43.0652074124344
178,2018-01-02T00:59:04.000Z,145-47 FOREST HILL DR,-76.1111851321123,43.0671287127818
178,2018-01-02T00:59:13.000Z,137 FOREST HILL DR,-76.111218232138,43.0673361128187
178,2018-01-02T00:59:24.000Z,127 FOREST HILL DR,-76.1112367321647,43.0676242128709
178,2018-01-02T00:59:39.000Z,2500 JAMES ST & FOREST HILL DR,-76.1112789322037,43.0679762129339
178,2018-01-02T00:59:51.000Z,2500 JAMES ST & FOREST HILL DR,-76.1113072322345,43.068276612988
178,2018-01-02T00:59:59.000Z,2500 JAMES ST & FOREST HILL DR,-76.1113072322502,43.068494713028
178,2018-01-02T01:00:15.000Z,2527-31 JAMES ST,-76.1113817322863,43.0686602130556
178,2018-01-02T01:00:23.000Z,2501-13 JAMES ST & MARLBOROUGH RD,-76.1114247322954,43.0685927130415
178,2018-01-02T01:00:32.000Z,2500 JAMES ST & FOREST HILL DR,-76.11140123227,43.0683449129969
178,2018-01-02T01:01:32.000Z,156 FOREST HILL DR,-76.1112686321176,43.0668256127229
178,2018-01-02T01:02:32.000Z,224 FOREST HILL DR,-76.1111032319449,43.0651712124254
178,2018-01-02T01:03:32.000Z,304-06 FOREST HILL DR,-76.1109822317864,43.0635139121256
178,2018-01-02T01:04:32.000Z,372 FOREST HILL DR & SUNNYCRE,-76.1108151316014,43.0616961117981
178,2018-01-02T01:04:54.000Z,301 SUNNYCREST RD & STAFFORD,-76.1120091319812,43.0615886117321
178,2018-01-02T01:05:14.000Z,332 STAFFORD AVE,-76.112287132148,43.0626539119171
178,2018-01-02T01:05:29.000Z,271 STAFFORD AVE & GLENCOVE R,-76.1122874322211,43.0636679121034
178,2018-01-02T01:05:34.000Z,300 STAFFORD AVE & GLENCOVE R,-76.1123677322469,43.0636644120997
178,2018-01-02T01:05:38.000Z,272-74 STAFFORD AVE & GLENCOVE R,-76.112428132273,43.0637554121141
178,2018-01-02T01:05:43.000Z,264 STAFFORD AVE,-76.112385432281,43.0640584121714
178,2018-01-02T01:06:43.000Z,2433 JAMES ST,-76.1127466327096,43.0683866129525
178,2018-01-02T01:06:46.000Z,2433 JAMES ST,-76.1127489327136,43.0684309129606
178,2018-01-02T01:06:52.000Z,2433 JAMES ST,-76.1126111326757,43.0685257129833
178,2018-01-02T01:06:58.000Z,2449-59 JAMES ST & MARLBOROUGH RD,-76.1121202325192,43.0685659130097
178,2018-01-02T01:07:08.000Z,2430-50 JAMES ST & FOREST HILL DR,-76.1117187323781,43.0684161129977
178,2018-01-02T01:07:09.000Z,2430-50 JAMES ST & FOREST HILL DR,-76.1117157323757,43.068395412994
178,2018-01-02T01:08:09.000Z,2430-50 JAMES ST & FOREST HILL DR,-76.1117021323713,43.0683966129947
178,2018-01-02T01:09:09.000Z,2430-50 JAMES ST & FOREST HILL DR,-76.1116901323686,43.0684126129982
178,2018-01-02T01:10:09.000Z,2430-50 JAMES ST & FOREST HILL DR,-76.1117114323743,43.0683954129942
178,2018-01-02T01:11:09.000Z,2430-50 JAMES ST & FOREST HILL DR,-76.1117156323771,43.0684154129977
178,2018-01-02T01:12:09.000Z,2430-50 JAMES ST & FOREST HILL DR,-76.1117469323885,43.0684332129998
178,2018-01-02T01:13:09.000Z,2430-50 JAMES ST & FOREST HILL DR,-76.1117099323731,43.0683869129927
178,2018-01-02T01:14:09.000Z,2430-50 JAMES ST & FOREST HILL DR,-76.1117349323807,43.0683784129901
178,2018-01-02T01:15:09.000Z,2430-50 JAMES ST & FOREST HILL DR,-76.111717732378,43.0684189129982
178,2018-01-02T01:16:09.000Z,2430-50 JAMES ST & FOREST HILL DR,-76.1117257323812,43.0684272129995
178,2018-01-02T01:17:09.000Z,2430-50 JAMES ST & FOREST HILL DR,-76.1117117323756,43.0684119129972
178,2018-01-02T01:18:09.000Z,2430-50 JAMES ST & FOREST HILL DR,-76.1117079323729,43.0683927129938
178,2018-01-02T01:19:09.000Z,2430-50 JAMES ST & FOREST HILL DR,-76.1116934323688,43.0684001129957
178,2018-01-02T01:19:58.000Z,2430-50 JAMES ST & FOREST HILL DR,-76.1118327324171,43.0684441129984
178,2018-01-02T01:20:10.000Z,2501-13 JAMES ST & MARLBOROUGH RD,-76.1118892324408,43.0685186130099
178,2018-01-02T01:20:19.000Z,2501-13 JAMES ST & MARLBOROUGH RD,-76.1119681324707,43.0685776130177
